Time ,Month ,Plot,Diversity,Disturbance ,Treatment ,Depth,cor_ofi,clad_rup,ulv_com,osm_hyb,osm_pin,cha_lin,rho_sp,pol_elo,cer_nod,ulv_lac,bon_ham,dum_cor,gas_ova,hal_sil,chy_ver,cal_sp ,cod_fra,cho_cri,gel_cri,dic_dic ,fuc_juv,fuc_ser ,rhi_rip,him_elo,pol_fuc,lom_art,ect_sp,por_sp,cla_spo ,cal_jub,gel_pul,ela_fuc,ahn_pli,cyst_tam,sar_mut,fuc_spir,ala_esc,lea_dif,lam_juv,mes_lic,hil_sp,eud_vir,ulv_int,scy_lom,cla_pel,cer_ech,hal_flo,ulo_sp ,der_mar,apo_rus,bry_sp,plo_car,pol_rot ,pte_par ,fur_lum,plu_plu,lit_sp
1,May ,22,+PGL,No,+PGL,4,82.8125,9.375,0,4.6875,0,0,0,1.5625,7.8125,17.1875,0,0,0,0,0,0,0,0,10.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.125
1,May ,23,-G,Yes,-G Dist,3.5,73.4375,9.375,0,4.6875,1.5625,1,0,4.6875,0,0,0,3.125,0,0,0,0,0,6.25,9.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3125
1,May ,24,-L,Yes,-L Dist,3.5,39.0625,1,3.125,25,10.9375,0,0,0,0,3.125,0,62.5,0,0,0,0,0,4.6875,9.375,0,0,14.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25
1,May ,25,-G,Yes,-G Dist,4.5,89.0625,1,0,7.8125,3.125,0,0,0,0,3.125,1,31.25,0,0,3.125,0,0,1,1.5625,1.5625,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375
1,May ,26,-P,No,-P,4,90.625,6.25,0,18.75,23.4375,0,0,1,0,0,1,0,0,0,0,0,0,1,10.9375,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3125
1,May ,27,-L,No,-L,6,73.4375,1,0,25,20.3125,0,0,0,0,0,1,1.5625,6.25,0,1.5625,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5625
1,May ,28,+PGL,Yes,+PGL Dist,2.5,85.9375,3.125,0,1.5625,15.625,0,0,6.25,15.625,7.8125,1,23.4375,4.6875,0,1.5625,0,0,1.5625,3.125,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75
1,May ,29,-PGL,No,-PGL,2.5,79.6875,25,0,6.25,0,0,0,6.25,1.5625,0,0,50,0,0,0,0,0,1.5625,14.0625,0,0,1,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125
1,May ,30,+PGL,Yes,+PGL Dist,4.5,67.1875,6.25,0,25,3.125,0,0,0,0,0,0,18.75,0,0,0,0,0,3.125,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,May ,31,-P,No,-P,4,75,56.25,12.5,1.5625,1.5625,0,0,3.125,0,1,0,21.875,0,0,0,0,0,6.25,6.25,0,0,0,7.8125,1,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125
1,May ,32,-P,Yes,-P Dist,5,68.75,14.0625,14.0625,17.1875,0,0,3.125,3.125,0,0,0,25,0,0,1.5625,0,0,4.6875,4.6875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
1,May ,33,-L,Yes,-L Dist,5.5,71.875,3.125,3.125,3.125,7.8125,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9375
1,May ,34,-PGL,Yes,-PGL Dist,7,70.3125,1.5625,0,1.5625,1.5625,0,1,15.625,3.125,1,0,3.125,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9375
1,May ,35,-G,No,-G,5,75,3.125,0,21.875,0,1.5625,1.5625,23.4375,0,0,0,0,0,0,4.6875,0,1.5625,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9375
1,May ,36,-G,No,-G,3,71.875,6.25,0,17.1875,4.6875,0,0,1.5625,0,6.25,0,14.0625,0,0,3.125,0,0,0,1,0,0,0,3.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.625
1,May ,37,+PGL,No,+PGL,2.5,65.625,15.625,6.25,26.5625,17.1875,0,0,3.125,1.5625,7.8125,0,39.0625,0,0,0,0,0,7.8125,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625
1,May ,38,-L,No,-L,4,57.8125,7.8125,0,12.5,0,0,0,3.125,0,1,0,23.4375,0,0,0,0,0,0,7.8125,0,0,26.5625,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.125
1,May ,39,-P,Yes,-P Dist,8,89.0625,3.125,0,4.6875,4.6875,0,0,12.5,6.25,0,0,10.9375,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375
1,May ,40,-PGL,No,-PGL,2.5,85.9375,34.375,3.125,17.1875,0,0,0,0,0,0,0,12.5,0,0,0,0,0,3.125,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1,May ,41,CONTROL ,Yes,CONTROL Dist,5,60.9375,12.5,6.25,6.25,6.25,0,0,4.6875,0,0,0,0,4.6875,0,6.25,0,12.5,0,0,0,0,0,1.5625,0,0,1,1,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.875
1,May ,42,CONTROL ,Yes,CONTROL Dist,4,93.75,7.8125,0,0,1,0,0,0,0,1,3.125,10.9375,4.6875,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,12.5
1,May ,43,CONTROL ,No,CONTROL ,5.5,71.875,4.6875,0,25,4.6875,0,0,0,0,1,12.5,4.6875,1,0,3.125,0,0,0,0,0,0,14.0625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3125
1,May ,44,CONTROL ,No,CONTROL ,4,95.3125,1.5625,0,3.125,6.25,0,0,1.5625,0,1,0,26.5625,0,0,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625
1,May ,45,CONTROL ,Yes,CONTROL Dist,3,93.75,7.8125,0,7.8125,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125
1,May ,46,CONTROL ,No,CONTROL ,6.5,96.875,23.4375,10.9375,10.9375,3.125,0,0,7.8125,3.125,6.25,0,7.8125,1.5625,0,0,0,0,0,4.6875,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125
1,May ,47,CONTROL ,No,CONTROL ,4,93.75,21.875,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875
1,May ,48,CONTROL ,Yes,CONTROL Dist,6,78.125,32.8125,0,3.125,1.5625,0,0,4.6875,1,1,0,0,1.5625,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75
2,June,1,-L,Yes,-L Dist,7,67.1875,6.25,4.6875,1.5625,0,0,1.5625,9.375,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6875
2,June,2,-L,No,-L,6,82.8125,3.125,0,10.9375,4.6875,0,0,12.5,10.9375,0,0,0,0,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.375
2,June,3,-G,No,-G,5,70.3125,70.3125,17.1875,3.125,0,0,0,3.125,3.125,0,0,0,0,0,0,0,0,12.5,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375
2,June,4,-P,No,-P,4,78.125,12.5,0,3.125,3.125,0,0,9.375,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5
2,June,5,+PGL,Yes,+PGL Dist,5,64.0625,7.8125,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5
2,June,6,-L,Yes,-L Dist,3.5,35.9375,6.25,0,0,0,0,3.125,12.5,9.375,6.25,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5
2,June,7,-PGL,No,-PGL,9,96.875,10.375,0,0,0,0,1.5625,3.125,17.1875,1,0,1.5625,3.125,14.0625,1.5625,0,0,0,0,0,0,4.6875,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,June,8,+PGL,Yes,+PGL Dist,4,81.25,7.25,0,0,0,0,0,0,10.9375,1,0,0,4.6875,0,1,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375
2,June,9,-G,No,-G,4.5,76.5625,3.125,0,1.5625,1.5625,0,0,1.5625,0,3.125,1.5625,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3125
2,June,10,+PGL,No,+PGL,8.5,79.6875,10.9375,0,0,0,0,0,15.625,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.125
2,June,11,-PGL,Yes,-PGL Dist,7,62.5,65.625,0,0,0,0,0,10.9375,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4375
2,June,12,-L,No,-L,5,95.3125,4.6875,0,9.375,6.25,0,0,4.6875,6.25,0,0,6.25,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875
2,June,13,-P,Yes,-P Dist,3,37.5,0,0,0,3.125,0,0,0,0,0,0,10.9375,0,0,0,0,0,21.875,0,0,0,60.9375,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75
2,June,14,+PGL,No,+PGL,3.5,89.0625,1,0,1.5625,1.5625,0,0,0,1.5625,0,1,0,0,0,10.9375,0,0,0,0,0,0,35.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625
2,June,15,-PGL,Yes,-PGL Dist,4,93.75,9.375,0,3.125,7.8125,0,0,0,1.5625,1.5625,0,1.5625,4.6875,0,12.5,0,3.125,0,0,0,1.5625,42.1875,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,10.9375,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625
2,June,16,-G,Yes,-G Dist,3,90.625,26.5625,0,6.25,6.25,0,0,0,1.5625,0,1.5625,43.75,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625
2,June,17,-G,Yes,-G Dist,3,67.1875,32.8125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5
2,June,18,-P,No,-P,8.5,43.75,84.375,0,1.5625,0,0,0,4.6875,1,0,0,18.75,0,0,4.6875,0,0,1.5625,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875
2,June,19,-PGL,No,-PGL,5,65.625,78.125,1.5625,0,0,0,0,3.125,1.5625,0,0,0,0,0,0,0,0,4.6875,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625
2,June,20,-P,Yes,-P Dist,4,42.1875,62.5,0,0,0,0,0,1.5625,0,0,0,6.25,0,0,0,0,0,6.25,7.8125,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,9.375,14.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875
2,June,21,-PGL,Yes,-PGL Dist,4,85.9375,23.4375,0,0,0,0,3.125,0,0,0,1.5625,28.125,0,0,0,0,0,3.125,4.6875,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,25,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375
2,June,22,+PGL,No,+PGL,4,79.6875,39.0625,0,3.125,0,0,0,4.6875,1.5625,0,0,0,0,0,0,0,0,0,1,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5625
2,June,23,-G,Yes,-G Dist,3.5,70.3125,24.4375,0,3.125,1.5625,0,0,6.25,3.125,0,0,9.375,0,0,0,0,0,7.8125,9.375,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75
2,June,24,-L,Yes,-L Dist,3.5,34.375,1.5625,4.6875,7.8125,9.375,0,0,0,0,0,0,65.625,0,0,0,0,0,3.125,3.125,0,0,43.75,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375
2,June,25,-G,Yes,-G Dist,4.5,95.3125,4.6875,0,7.8125,1.5625,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,1.5625,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25
2,June,26,-P,No,-P,4,85.9375,10.9375,14.0625,3.125,18.75,0,0,0,0,0,1.5625,18.75,0,0,14.0625,0,0,1,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625
2,June,27,-L,No,-L,6,81.25,1.5625,1,10.9375,23.4375,0,0,0,0,0,0,0,4.6875,0,4.6875,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875
2,June,28,+PGL,Yes,+PGL Dist,2.5,87.5,9.375,0,1,10.9375,0,0,3.125,4.6875,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,1.5625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
2,June,29,-PGL,No,-PGL,2.5,65.625,23.4375,0,0,0,0,0,6.25,6.25,0,1.5625,26.5625,0,0,0,0,0,1.5625,18.75,0,0,3.125,46.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875
2,June,30,+PGL,Yes,+PGL Dist,4.5,70.3125,14.0625,6.25,6.25,3.125,0,0,0,0,0,0,3.125,0,0,0,0,0,3.125,15.625,0,0,0,3.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375
2,June,31,-P,No,-P,4,51.5625,42.1875,9.375,1.5625,3.125,0,0,0,0,0,0,6.25,0,0,1.5625,0,0,6.25,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625
2,June,32,-P,Yes,-P Dist,5,76.5625,7.8125,7.8125,1.5625,4.6875,0,0,6.25,3.125,0,0,6.25,0,0,0,0,0,1,3.125,0,1.5625,3.125,26.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375
2,June,33,-L,Yes,-L Dist,5.5,71.875,4.6875,6.25,0,7.8125,0,0,3.125,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2,June,34,-PGL,Yes,-PGL Dist,7,79.6875,3.125,0,1.5625,1.5625,0,0,12.5,6.25,0,0,0,3.125,0,3.125,0,12.5,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3125
